MoveId,CharacterId,Command,Hit level,Damage,Start up frame,Block frame,Hit frame,Counter hit frame,Notes
3761,29,u/b+3,m,20,18~22 js17~,-13~-9,KND,Launch,
3762,29,u+3,(Special) (TJ),,a,,,,
3763,29,"u+3, D",(Special) (TJ),,as,,,,
3764,29,"u+3, 3+4","(Special) (TJ), (HMS)",,a,,,,
3765,29,u/f+3,m (TJ),12,25~26 js12~,-9~-8,+2~+3,+2~+3,
3766,29,"u/f+3, 1","m (TJ), m","12,18",s js1~4,-12~-11,+3~+4,KND,
3767,29,"u/f+3, 4","m (TJ), h","12,23",js1~4,-3~-1,KND,KND,Tail spin
3768,29,u/f+4,m (TJ),13,15~16 js9~,-13~-12,Launch (JG?),Launch (JG?),
3769,29,u/f+3+4,h (TJ),27,22~24 js9~,+5~+7,KND,KND,
3770,29,"u/f+3+4, 3+4","h (TJ), (HMS)",32,22~24 js9~,+8~+10,KND,KND,
3771,29,"f, F+3",m,26,16~17 (17~),-11~-10,KND,KND,
3772,29,"f, F+4",h,22,16~17 (17~) cs5~12,-5~-4,KND,CS,
3773,29,"d, D/B+4",m,24,22~24 (24~),-17~-15,Launch(JG?),Launch(JG?),
3774,29,"b, B+4",h,23,18~21 (19~),+2~+5,KND,KND,"Homing, Tail spin"
3775,29,"b, B+4, 3","h, (HMS)",23,8~21 (20~),0~+3,KND,KND,"Homing, Tail spin"
3776,29,"f, f, f+3 or WR+3",m,14,14~15 (17~) js9~,-9~-8,KND,KND,
3777,29,"f, f, f+3, 4","m, m","14,26",js1~,+3~+5,KND,KND,
3778,29,"f, f, f+3, 4, 3+4","m, m, (HMS)","14,26",js1~,+4~+6,KND,KND,
3779,29,WS+2,m,12,14~16,-8~-6,+3~+5,+3~+5,
3780,29,"WS+2, 3","m, m","12,24",14~16,-13~-12,Launch,Launch,
3781,29,"WS+2, 4","m, h","12,23",14~16,-6~-5,+16~+17kg,+16~+17kg,Tail spin
3782,29,WS+3,m,16,10~12,-21~-19,-10~-8,-10~-8,
3783,29,"WS+3, 3","m, m","16,11",10~12,-15~-13,-4~-2s,-4~-2s,
3784,29,"WS+3, 3, D+3","m, m, l","16,11,8",10~12,-19,-8,-8,
3785,29,"WS+3, 3, D+3, n+3","m, m, l, m","16,11,8,10",10~12,-19,-8,-8,
3786,29,"WS+3, 3, D+3, n+3, 3","m, m, l, m, h","16,11,8,10,10",10~12,-16,-5,-5,
3787,29,"WS+3, 3, D/F+3","m, m, m","16,11,10",10~12,-19,-8,-8,
3788,29,"WS+3, 3, D/F+3, n+3","m, m, m, h","16,11,10,10",10~12,-16,-5,-5,
3789,29,"WS+3, 3, D/F+3, n+3, 3","m, m, m, h, m","16,11,10,10,10",10~12,-19,-8,-8,
3790,29,"In+f-Kick D+3, ,,",l,10,10~12,-19,-8,-8,
3791,29,"In+f-Kick U+3, ,,",m,15,10~12,-19,KND,KND,
3792,29,WS+4,m,16,11~12,-6~-5,+5~+6,+5~+6,
3793,29,"WS+4, 3","m, (HMS)",16,11~12,-9~-8,+2~+3,+2~+3,
3794,29,FC+d/f+4,l (TC),17,16~17s cs1~,-14~-13,-3s~-2s,KND,
3795,29,"FC+d/f+4, 3","l (TC), (HMS)",17,16~17s cs1~,-12~-11,-1s~0s,KND,
3796,29,FC+u/b+4,m (TJ),15,18~28s (18~) js9~,-17~-7,-6~+4,-6~+4,
3797,29,FC+u+4,m (TJ),22,18~28s (18~) js9~,-17~-7,Launch (JG?),Launch (JG?),
3798,29,FC+u/f+4,m (TJ),25,18~28s (18~) js9~,-17~-7,Launch (JG?),Launch (JG?),
3799,29,"FC+u/b or u or u/f+4, 3","m (TJ), (HMS)",(15or22or)25,18~28s (18~) js9~,-17~-7,Launch (JG?) (-6~+4),Launch (JG?) (-6~+4),
3800,29,FC+U/B+4,m (TJ),25,14~17 js9~,-31~-28,-20~-17,-20~-17,
3801,29,FC+u or U/F+4,m (TJ),28or30,14~17 js9~,-31~-28,KND,KND,
3802,29,"FC+u/b or u or U/F+4, d",m,33or37or40,14~16s js9~,-31~-28,KND (-20~-17),KND,
3803,29,FC+u/b or u or U/F+3+4,mm (TJ),"30,20","46~49, 56~58d js9~",-4~-2,KND,KND,
3804,29,FC+u/b or u or U/F+3+4 (First hit only),m (TJ),30,46~49d js9~,-24~-21,KND,KND,
3805,29,"FC+d/f, d, D/F+3",l (TC),22,16~20d (19~) cs1~15 js16~,-23~-19,KND,KND,
3806,29,SSR+3+4,m,28,20~23 (29~),-11~-8,KND,KND,Tail spin
3807,29,"SSR+3+4, 4","m, (HMS)",28,20~23 (29~),-19~-16,KND,KND,Tail spin
3808,29,SSL+3+4,h,25,17~20 (25~),-2~+1,KND,KND,Tail spin
3809,29,"SSL+3+4, 3","h, (HMS)",25,17~20 (25~),-5~-2,KND,KND,Tail spin
3810,29,3+4 or From certain moves (to HMS),(HMS),,RC,,,,
3811,29,HMS d or u,(HMS),,,,,,
3812,29,HMS f,(HMS),,,,,,
3813,29,HMS d/b or D (Cancel),(Special),,RC,,,,
3814,29,HMS b (Cancel),(Special),,,,,,
3815,29,HMS 1,h (HMS),10,12,0,7,7,
3816,29,"HMS 1, 1, …","h, h HMS)","10,10, …",12,-1,7,7,
3817,29,"HMS 1, 1, …, f, n (Cancel)",(MS),"10,",12s,-3,4,4,
3818,29,"HMS 1, 4","h, m","10,17",12,-8,0,KND,
3819,29,"HMS 1, 4, 3","h, m (HMS)","10,15",12,-8,0,0,
3820,29,HMS 2,m,23,19~20,-13~-12,Launch,Launch,
3821,29,HMS 3,h,21,17~19 pc8~16,-4~-2,KND,KND,"Homing, Power crush, Tail spin"
3822,29,HMS 3 Hit when close,"h, (throw)","21(,20)",17~19 8~16,,Throw(KND),,
3823,29,HMS 4,l (TC),30,24~26s cs6~,-26,KND,KND,
3824,29,HMS 1+2,mm,"10,15","15,26~27",-7~-6,+6~+7,+6~+7,
3825,29,HMS u/f+3,m (TJ),24,20~22 js9~,-12~-10,KND,KND,Wall bounce
3826,29,"HMS u/f+3, D",m (TJ),24,20~22s js9~,-14~-12,KND,KND,
3827,29,HMS u/f+4,m (TJ),20,25~29 js16~,-8~-4s,KND,KND,
3828,29,"f, n or HMS f (to MS)",(Special) (TC)(MS),,25~29 16~,,,,
3829,29,MS 3,m (TJ),10,15~16 (17~) js9~,-12~-11,-1~0,-1~0,
3830,29,"MS 3, 4","m (TJ), m (TJ)","10,10",js1~,-13~-12,Launch (JG?),Launch (JG?),
3831,29,MS 3+4,l (TJ),17,"29~33a,d (31~) js6~23",-35~-31,KND,KND,
3832,29,"MS etc, ,",,,"29~33, (31~) 6~23",,,,
3833,29,"MS b, n",(Sway),,(s),,,,
3834,29,Sway 4,l (TC),18,21~22 cs1~,-13~-12,+3~+4,KND,
3835,29,Sway n command,,,21~22 1~,,,,
3836,30,In rage d/f+3+4,m (Throw),55,20 pc8,-22,Throw,Throw,Rage art
3837,30,In rage SNK 2+3,m,40,20,+9g,KND,KND,Rage drive
3838,30,In rage DRG 2+3,m,40,17,+11g,KND,KND,Rage drive
3839,30,"In rage DRG 2+3, F",m (TGR),40,17,+10g,KND,KND,Rage drive
3840,30,In rage PAN 2+3,"l, h","10,15",12,-14,KND,KND,Rage drive
3841,30,In rage TGR 2+3,m,30,16,+15g,JG,JG,Rage drive
3842,30,In rage CRA 2+3,m (CRA),24,17,0,JG,JG,Rage drive
3843,30,1,h,7,10,1,8,8,
3844,30,"1, 1","h, h","7,12(6)",10,-6,5,5,
3845,30,"1, 1, F","h, h, (SNK)","7,12",10,-5,6,6,
3846,30,"1, 2","h, h","7,12",10,-1,6,6,
3847,30,2,h,10,10,0,6,6,
3848,30,"2, 1","h, m","10,13",10,-8,3,3,
3849,30,"2, 1, F","h, m (DRU)","10,13",10,-11,0,0,
3850,30,"2, 1, 3+4","h, m, mm (TJ)","10,13,12,14",10,-11,KND,KND,
3851,30,3,h,30,15,-9,-4,-2,Tail spin
3852,30,"3, B",h (PHX),30,14,-1,4,6,Tail spin
3853,30,"3, 3","h, l","30,17",14,-13,KND,KND,
3854,30,3~4,m (TJ) (TOR),25,39,3,6s,6s,
3855,30,"3~4, 4","m (TJ), m (TJ) (TOR)","25,21",39,3,+6s,+6s,
3856,30,"3~4, 4, 4","m (TJ), m (TJ), m(TJ) (TOR)","25,21,17",39,3,+6s,+6s,
3857,30,TOR d,m,,,5,+8s,+8s,
3858,30,TOR D,m,,,9,+12s,+12s,
3859,30,4,h,16,12,-9,5,JG,
3860,30,4~3,m (TJ) (Special),25,29 js17,-16,4k,4k,Tail spin
3861,30,"4~3, D",m (TJ) (Grounded),25,29 js17,-17,+3K,+3K,Tail spin
3862,30,4~4 or FC+4~4,l (TC) (Special),7,15 cs6,-15,-4,6,
3863,30,"4~4 or FC+4~4, D",l (TC) (Grounded),7,15,-16,-5,5,
3864,30,"4~4, 3","l (TC), l","7,7",15,-2,9,9,
3865,30,"4~4, 3, D","l (TC), l (Grounded)","7,7",15,-3,8,8,
3866,30,"4~4, 3, 3","l (TC), l, m (Special)","7,7,24",15,-7,JG,JG,
3867,30,"4~4, 3, 3, D","l (TC), l, m (Grounded)","7,7,24",15,-13,JG,JG,
3868,30,1+2,h,16,14,-7,2,JG,
3869,30,"1+2, 1","h, h","16,12",14,-3,8,8,
3870,30,"1+2, 2","h, m","16,21",14,-10,KND,JG,
3871,30,f+2,h,11,12,0,6,6,
3872,30,f+3,m,20,16,-12,-1,-1,
3873,30,"f+3, 1","m, h","20,12",16,-3,8,8,
3874,30,"f+3, 1, 2","m, h, m","20,12,12",16,-12,JG,JG,
3875,30,f+4,h (TC),26,23 cs4,-12,3,KND,
3876,30,"f+4, 2",h (TC),"26,12",24 cs4,0,6,6,
3877,30,"f+4, 2, 1","h (TC), m, m","26,12,12",25 cs4,-12,-1,-1,
3878,30,"f+4, 2, 1, 2","h (TC), m, m, m","26,12,12,8",26 cs4,-12,-1,-1,
3879,30,"f+4, 2, 1, 2, 4","h (TC), m, m, m, m","26,12,12,8,12",27 cs4,-9,KND,KND,
3880,30,"f+4, 2, 1, 2, 4, u or d","h (TC), m, m, m, m (SS)","26,12,12,8,12",28 cs4,-11,KND,KND,
3881,30,"f+4, 2, 1, 2, 3","h (TC), m, m, m l","26,12,12,8,12",29 cs4,-17,-6,KND,
3882,30,f+1+2,hh,"13,1",16,4,9,9,
3883,30,"f+1+2, F",hh (PAN),"13,1",,-5,0,0,
3884,30,d/f+1,m,13,13,-4,7,7,
3885,30,"d/f+1, 1","m, h","13,12",,-9,2,2,
3886,30,"d/f+1, 1, 1","m, h, m","13,12,21",,-10,KND,KND,
3887,30,d/f+2,m,12,15,-7,JG,JG,
3888,30,"d/f+2, F",m (SNK),12,,-9,JG,JG,
3889,30,d/f+3,m,27,21,-10,KND,KND,Homing
3890,30,d/f+4,m,15,12,-4,7,7,
3891,30,d/f+1+2,m,21,17,-7s,-4s,-4s,
3892,30,"d/f+1+2, f",m (TGR),21,,0,+3s,+3s,
3893,30,d+1,sm (TC),5,10 cs4,-5,6,6,
3894,30,d+2,m,18,18,-3s,+4s,+4s,
3895,30,"d+2, 2","m, m","18,21",,-10,KND,KND,
3896,30,d+3,l,15,16,-14,-3,-3,
3897,30,d+4,l,10,12,-12,0,0,
3898,30,"d+4, D",l,10,,-13,-1,-1,
3899,30,"d+4, 4","l, m","10,15",,-15,-2,-2,
3900,30,"d+4, 4, f","l, m (DRU)","10,15",,-29,-16,-16,
3901,30,d/b+1,l (TC) (SNK),14,22 cs6,-3,8,+12s,
3902,30,d/b+2,sm (TC),8,11 cs4,-4,7,7,
3903,30,d/b+3,l (TC),12,16 cs4,-17,-3,-3,
3904,30,d/b+4 (clean),l (TC),12,20 cs11,-26,KND,KND,
3905,30,d/b+4,l (TC),8,20 cs11,-26,-4s,-4s,
3906,30,"d/b+4, 4","l (TC), h (TJ)","8,3",,-9,KND,KND,
3907,30,"d/b+4 (clean), u or d",l (TC) (SS),12,20 cs11,-26,KND,KND,
3908,30,"d/b+4, u or d",l (TC) (SS),8,20 cs11,-26,+8s,+8s,
3909,30,"d/b+4, F (clean)",l (TC) (DRU),12,20 cs11,-26,KND,KND,
3910,30,"d/b+4, F",l (TC) (DRU),8,20 cs11,-26,+6s,+6s,
3911,30,d/b+1+2,m,26,28,-12,KND,KND,
3912,30,d/b+3+4,m (TJ) (Special),22,19 js12,-21,KND,KND,
3913,30,"d/b+3+4, D",m (TJ) (Special),22,19 js12,-23,KND,KND,
3914,30,b+3,h,25,14,-14,-4,-2,Tail spin
3915,30,b+2,m,15,17,-7,4,4,
3916,30,"b+2, f",m (DRA),15,,-9,2,2,
3917,30,"b+2, 4","m, h (TJ)","15,23",,-9,KND,KNd,Tail spin
3918,30,b+4,l,17,23,-12,-1S,3,
3919,30,"b+4, b",l (BT),17,,-6,+5s,9,
3920,30,"b+4, 1","l, h","17,23",,-10,KND,KND,Tail spin
3921,30,b+1+2,m (TC),25,26 cs4,-2,6,+29g,
3922,30,u/f+1,h,19,17,-3,7,7,
3923,30,u/b or u+1,m (TJ),12,18 js9,-12,3,3,
3924,30,u/b or u or u/f+2,m (TJ) (Special),25,35 js19,-14,-3s,-3s,
3925,30,u/b or u or u/f+2 (down),m (TJ) (Special),25,35 js19,-15,-4s,-4s,
3926,30,u/b+3,m (TJ) (CRA),12,16 js6,-7,KND,KND,
3927,30,u+3,m (TJ) (CRA),21,16 js6,-4,9,JG,
3928,30,u/f+3,m (TJ) (CRA),23,16 js6,-2,11,JG,
3929,30,u/b+4,m (TJ),20,15 js12,-18,KND,KND,
3930,30,"u/b+4,f",m (TJ) (CRA),20,15 js12,-27,KND,KND,
3931,30,"u/b+4, b",m (TJ) (Special),20,15 js12,-28,KND,KND,
3932,30,u+4,m (TJ),15,15 js9,-13,KND,JG,
3933,30,u/f+4,m (TJ),13,15 js9,-13,KND,KND,
3934,30,u+1+2,(Special),,js8,,,,
3935,30,"u+1+2, d",(Special),,js8,,,,
3936,30,"u+1+2, 4",l (TC) (Special),20,62,-11,KND,KND,
3937,30,u/b or u+3+4,m (TJ),25,21 js9,-17,KND,KND,
3938,30,u/f+3+4,m (TJ),"10,16",33 js9,-1,KND,KND,
3939,30,"u/f, N, 4",m (TJ),25,23 js9,-11,JG,JG,
3940,30,"f, N",(Special),,,,,,
3941,30,"f, N, 1",m,9,12,-2,7,7,
3942,30,"f, N, 1, u",m (Special),9,12,-5,4,4,
3943,30,"f, N, 1, d",m (Special),9,12,-11,-2,-2,
3944,30,"f, N, 1, 2","m, m","9,9",12,-12,1,1,
3945,30,"f, N, 1, 2, u or d","m, m (Special)","9,9",12,-10,3,3,
3946,30,"f, N, 1, 2, 1","m, m, m","9,9,9",12,-12,1,1,
3947,30,"f, N, 1, 2, 1, u or d","m, m, m (Special)","9,9,9",12,-11,2,2,
3948,30,"f, N, 1, 2, 1, 2","m, m, m, m","9,9,9,9",12,-14,1,1,
3949,30,"f, N, 1, 2, 1, 2, u or d","m, m, m, m (Special)","9,9,9,9",12,-13,2,2,
3950,30,"f, N, 1, 2, 1, 2, 4","m, m, m, m, m","9,9,9,9,12",12,-9,KND,KND,
3951,30,"f, N, 1, 2, 1, 2, 4, u or d","m, m, m, m, m (Special)","9,9,9,9,12",12,-11,KND,KND,
3952,30,"f, N, 1, 2, 1, 2, 3","m, m, m, m, l","9,9,9,9,12",12,-17,-6,KND,
3953,30,"f, N, 2",h,10,12,2,7,7,
3954,30,"f, N, 2, 1","h, m","10,-",,0,–,–,
3955,30,"f, N, 2, 1, 2","h, m, m","10,-,21",,-17,KND,JG,
3956,30,"f, N, 2, 1, 2, 1","h, m, m, m","10,-,21,25",,5,KND,KND,
3957,30,"f, N, 2, 2","h, m","10,12",,-12,-1,-1,
3958,30,"f, N, 3",h,30,15,3,KND,KND,Tail spin
3959,30,"f, N, 4",h,18,10,-11,0,0,
3960,30,"f, N, 4, 1","h, m","18,12(5)",,-1,5,5,
3961,30,"f, N, 4, 1, F","h, m (Special)","18,12(5)",,-6,0,0,
3962,30,"f, N, 4, 1, 2","h, m, m","18,12,8",,-10,-4,-4,
3963,30,"f, N, 4, 1, 2, 3","h, m, m, l","18,12,8,20",,-6,KND,KND,
3964,30,"f, N, 4, 1, 2, 3, 4","h, m, m, h, m","18,12,8,20,20",,-7,KND,KND,
3965,30,"f, N, 4, 1, 2, 3, d+4","h, m, m, h, l (TC)","18,12,8,20,20",,-12,KND,KNd,
3966,30,"f, N, 4, 1, 2, 2","h, m, m, m","18,12,8,10",,-12,-1,-1,
3967,30,"f, N, 4, 1, 2, 2, F","h, m, m, m (special)","18,12,8,10",,-4,7,7,
3968,30,"f, N, 4, 1, 2, 2, 2","h, m, m, m, l (TC)","18,12,8,10,15",,-17,-1,-1,
3969,30,"f, N, 4, 1, 2, 2, 2, F","h, m, m, m, l (Special)","18,12,8,10,15",,-14,2,2,
3970,30,"f, F+2",m,24,18 pc6,-12,+7k,+7k,"Tail spin, power crush"
3971,30,"f, F+3 or f, f, f+3",m,15,16,-14,JG,JG,
3972,30,"f, F+3,B or f, f, f+3, B",m (BT),15,,-8,JG,JG,
3973,30,"f, F+3, 4","m, h","15,24",,-13,KND,KND,
3974,30,"f, F+4",h,21,15,-6,+5y,+5y,
3975,30,"f, F+4, 3+4","h, h (TJ)","21,21",,-3y,KND,KND,Tail spin
3976,30,"f, F+4, 3+4, F",h (CRA),21,,-25,-14y,-14y,
3977,30,"f, F+4, 3+4, B",h (special),21,,-21,-10y,-10y,
3978,30,"f, F+3+4",m (TJ) (special),25,24 js9,2,KND,KND,
3979,30,"f, F+3+4, D",m (TJ) (special),25,24 js9,1,KND,KND,
3980,30,"f, f, f+1",m (TJ),30,24 js3,+8g,KND,KND,
3981,30,FC+1,sm (TC),5,10 cs1,-5,6,6,
3982,30,FC+2,sm (TC),8,11 cs1,-4,7,7,
3983,30,FC+d/b or d+3,l (TC),12,15 cs1,-18,-4,-4,
3984,30,FC+d/f+3,l (TC),12,16 cs1,-17,-3,-3,
3985,30,FC+4,l (TC),10,12 cs1,-15,-4,-4,
3986,30,WS+1,m,12,11,-3,8,8,
3987,30,WS+2,m,12,14,-5,6,6,
3988,30,"WS+2, 1","m, m","12,15",,-9,4,4,
3989,30,WS+3,m,25,10,-16,-5,-5,
3990,30,WS+4,m,15,11,-4,7,7,
3991,30,WS+3+4,m,14,16,-15,JG,JG,
3992,30,FC+d/f+2,l (TC),10,18 cs1,-12,-1,-1,
3993,30,"FC+d/f+2, 1","l, l","10,1",,-13,0,0,
3994,30,"FC+d/f+2, 1, 4","l, l, m (special)","10,10,18",,0,9,11,
3995,30,"FC+d/f+2, 1, 4, B","l, l (special)","10,1",,-28,-15,-15,
3996,30,SS+1,h,21,16,-5,6,6,
3997,30,"SS+1, F",h (special),21,,-1,10,10,
3998,30,"SS+1, u or d",h (special),21,,-2,9,9,
3999,30,SS+2,m,12,18,-7,-9,KND,
4000,30,"SS+2, 2","m, h","12, 20",,5,5,5,
4001,30,SS+4,m,14,21,-8,JG,JG,
4002,30,SS+3+4,m (TJ),15,24 js13,-4s,+1s,+1s,
4003,30,"SS+3+4, D",m (TJ) (special),15,24 js13,-46s,-41s,-41s,
4004,30,Grounded 3+4,m,20,30,-5,KND,KND,
4005,30,1+3+4,,,,,,,
4006,30,2+3+4,,,,,,,
4007,30,"Back against wall b, b, u/b",,21,35F,1,KND,KND,
4008,30,f+3+4,(DRU),,,,,,
4009,30,DRU d,(special),,,,,,
4010,30,DRU F,(high punch parry),,,,,,
4011,30,"DRU F,d",(Special),,,,,,
4012,30,"DRU F, b",(Special),,,,,,
4013,30,DRU b,(Blocks mid and high),,,,,,
4014,30,DRU 1,m,25,18,-11,KND,KND,
4015,30,"DRU 1, F",m (special),25,,-21,KND,KND,
4016,30,DRU 2,m,12,18,-7s,-9s,KND,
4017,30,"DRU 2, b",m (special),12,,+1s,-1s,KND,
4018,30,"DRU 2, f",m (special),12,,-48s,44s,KND,
4019,30,"DRU 2, F+4",m (special),17,18,-12,JG,JG,
4020,30,"DRU 2, 2","m, h","12, 20",,5,5,5,
4021,30,"DRU 2, 2, F","m,h","12, 20",,2,2,2,
4022,30,DRU 3,l,13,17,-12,1,1,
4023,30,"DRU 3, F",l (Special),13,,-22,-9,-9,
4024,30,"DRU 3, 2","l, m","13, 20",,-1s,KND,KND,
4025,30,"DRU 3, 2, F","l, m (special)","13, 20",,-8s,KND,KND,
4026,30,"DRU 3, 2, 4","l, m, m","13,20,18",,-21,KND,KND,
4027,30,"DRU 3, 2, 4, B","l, m, m (special)","13,20,18",,-28,KND,KND,
4028,30,"DRU 3, 2, 4, F","l, m, m (special)","13,20,18",,-27,KND,KND,
4029,30,DRU 4,m,17,18,-12,JG,JG,
4030,30,"DRU 4, F",m (special),17,,-18,JG,JG,
4031,30,DRU 1+2,(TC) (special) (recover healt),,,,,,
4032,30,"DRU 1+2, 1+2",(special) (recover health),,,,,,
4033,30,"DRU 1+2, 1+2, 1+2",(Special) (recover health),,,,,,
4034,30,DRU 3+4,l (TC) (Special),23,29 cs4,-12 or -13,KND,KND,
4035,30,DRU b+1+2,m (TC) (special),25,33,-18,KND,KND,
4036,30,DRU u/b+1+2,,,,,,,
4037,30,"DRU u/b+1+2, 1",m (speical),25,18,-11,KND,KND,
4038,30,"DRU u/b+1+2, 1, F",m (special),25,,-21,KNd,KND,
4039,30,DRU u/f+1+2,m (TJ) (special),21 js16,30,-9s,-6s,KND,
4040,30,d+1+2 or BT d+1+4,(FCD RLX),,,,,,
4041,30,FCD RLX 3,l,21,24,-37,KND,KND,
4042,30,FCD RLX 3~4 (clean),l (TC) (special),12,24 cs10,-26,KND,KND,
4043,30,FCD RLX 3~4,l (TC) (Special),8,24 cs10,-26,-10s,-10s,
4044,30,"FCD RLX 3~4, D (clean)",l (TC) (Special),12,24 cs10,-26,KND,KND,
4045,30,"FCD RLX 3~4, D",l (TC) (Special),8,24 cs 10,-26,-1s,-1s,
4046,30,"FCD RLX 3~4, 4","l, h","8,3",,-11,KND,KND,
4047,30,FCD RLX 4,m,10,23,-15,KND,KND,
4048,30,FCD RLX 4~3,m (TJ),20,21,-16,+4k,+4k,Tail spin
4049,30,"FCD RLX 4~3, D",m (TJ),20,,-17,-3k,-3k,Tail spin
4050,30,FCD RLX 3+4,"m, m","5, 20",27,-7,KND,KND,
4051,30,d+1+4 or BT d+1+2,(SLD RLX),,,,,,
4052,30,SLD RLX 3,l,10,26,-20,+1s,KND,
4053,30,SLD RLX 4,m,15,26,-19,KND,KND,
4054,30,SLD RLX 4~3,l (TC),15,24 cs6,-24,KND,KND,
4055,30,"SLD RLX 4~3, D",l (TC),15,,-25,KND,KND,
4056,30,SLD RLX 3+4,"m, m","5,21",18,-20,KND,KND,
4057,30,"SLD RLX 3+4, D","m, m","5,21",,-21,KND,KND,
4058,30,"SLD RLX d, 3+4",l,23,29,-42,KND,KND,
4059,30,d+3+4 or BT d+2+3,(KND RLX),,,,,,
4060,30,KND RLX 3,l,14,19,-37,KND,KND,
4061,30,KND RLX 4,m,17,25,-13,+11k,+11k,"Homing, Tail spin"
4062,30,KND RLX 3+4,(SIT SNA),,,,,,
4063,30,KND RLX 1,m (special),25,21,-10,KND,KND,
4064,30,KND RLX 4,l (special),14,24,-29,KND,KND,
4065,30,KND RLX F+1+2,m,15,50,2,KND,KND,
4066,30,KND RLX b+3+4,m,20,30,-5,KND,KND,
4067,30,d+2+3 or BT d+3+4,(PLD RLX),,,,,,
4068,30,PLD RLX 3 (clean),l (TC),12,20 cs4,-26,KND,KND,
4069,30,PLD RLX 3,l (TC),8,20 cs4,-26,+2s,+2s,
4070,30,"PLD RLX 3, 4","l, h","8,3",,-11,KND,KND,
4071,30,"PLD RLX 3, u or d (clean)",l (TC),12,20 cs4,-26,KND,KND,
4072,30,"PLD RLX 3, u or d",l (TC),8,20 cs4,-26,+8s,+8s,
4073,30,"PLD RLX 3, F (clean)",l (TC) (Special),12,20 cs4,-26,KND,KND,
4074,30,"PLD RLX 3, F",l (TC) (Special),8,20 cs4,-26,+6s,+6s,
4075,30,PLD RLX 4,m,20,22,-12,KND,KND,
4076,30,PLD RLX 3+4,m (Special),"12,14",21,-26,KND,KND,
4077,30,b+3+4 or B+3+4,(Special),,,,,,
4078,30,BT F,,,,,,,
4079,30,BT f,,,,,,,
4080,30,BT 1,h,12,16,-5,6,6,
4081,30,"BT 1, 1","h, m","12, 10",16,-7,4,4,
4082,30,"BT 1, 1, 3","h, m, l","12,10,7",,-18,-7,-7,
4083,30,"BT 1, 1, 3, 2","h, m, l, h","12,10,7,16",,-17,KND,KND,
4084,30,"BT 1, 1, 3, 2, F","h, m, l, h (DRU)","12,10,7,16",,-56,KND,KND,
4085,30,BT 2,m,20,20,-10,KND,KND,"Homing, Tail spin"
4086,30,BT 3,h,18,10,-8,KND,KND,
4087,30,BT 4,m,15,14,-14,-3,-3,
4088,30,"BT 4, B",m (BT),20,,-7,4,4,
4089,30,"BT 4, 1","m, h","15,21",,-8,KND,KND,Tail spin
4090,30,"BT 4, 3","m, m","15,17",,-15,JG,JG,
4091,30,"BT 4, 4","m, m (TJ)","15,2",,-3s,+1s,KND,
4092,30,BT 1+2,h,12,10,-6,5,5,
4093,30,"BT 1+2, 2","h, m (RLX)","12,18",,-19,-3s,+5s,
4094,30,BT 3+4,m (TJ) (BT),15,32 js10,-4,KND,KND,
4095,30,"BT 3+4, F",m (TJ),15,32 js10,-12,KND,KND,
4096,30,"BT 3+4, 3+4","m, m (TJ) (BT)","15,15",,-9,KND,KND,
4097,30,"BT 3+4, 3+4, F","m, m (TJ)","15,15",,-12,KND,KND,
4098,30,"BT 3+4, 3+4, 3+4","m, m, m (TJ) (BT)","15,15,15",,-9,KND,KND,
4099,30,"BT 3+4, 3+4, 3+4, F","m, m, m (TJ)","15,15,15",,-17,KNd,KND,
4100,30,BT d+1,l (TC),12,12 cs6,-6,5,KND,
4101,30,BT d+2,sm (TC),10,10 cs1,-2,9,9,
4102,30,BT d+3,l (TC),12,10 cs1,-11,3,3,
4103,30,BT d+4 (clean),l (TC),12,20 cs6,-26,KND,KND,
4104,30,BT d+4 (clean),l (TC),8,20 cs6,-26,+2s,+2s,
4105,30,"BT d+4, 4","l, h","8,3",20 cs6,-11,KND,KND,
4106,30,"BT d+4, u or d (clean)",l (SNK),12,20 cs6,-26,KND,KND,
4107,30,"BT d+4, u or d",l (SNK),8,20 cs6,-26,+8s,+8s,
4108,30,"BT d+4, F (clean)",l (DRU),12,20 cs6,-26,KND,KND,
4109,30,"BT d+4, F",l (DRU),8,20 cs6,-26,+6s,+5s,
4110,30,BT u/b or u or u/f+2,m (TJ) (RLX),25,32 js17,-14,-3s,-3s,
4111,30,BT u/b or u or u/f+2,m (TJ) (grounded),25,,-15,-4s,-4s,
4112,30,b+1+4,(PHX),,,,,,
4113,30,PHX d/b,(cancel stance),,,,,,
4114,30,PHX F,(DRU),,,,,,
4115,30,PHX 1,h,24,30,-10,KND,KND,
4116,30,"PHX 1, F",h (DRU),24,,-20,KND,KND,
4117,30,"PHX 1, D",h (RLX),24,,-21,KND,KND,
4118,30,"PHX 1, D+2","h, l (RLX)","24,14",,-15,0s,0s,
4119,30,PHX 2,m,23,18,-12,KND,KND,"Tail spint, Power crush"
4120,30,PHX 3,h,28,14,-14,-4,-2,Tail spin
4121,30,"PHX 3, B",h (PHX),28,,-6,4,6,
4122,30,"PHX 3, 3","h, l (BT)","28,17",,-13,KND,KND,
4123,30,PHX 4,l (SNK),19,25,-14,2,+12kg,
4124,30,PHX 1+2,(DRU),,,,,,
4125,30,PHX f+4,m! (TJ),45,65,KND,KND,KND,
4126,30,PHX b+3,m,17,14,-7,KND,KND,
